scorer,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000,DLC_resnet50_PupilleAug26shuffle1_380000
bodyparts,Top,Top,Top,Bottom,Bottom,Bottom,Left,Left,Left,Right,Right,Right
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
95,51.99226379,50.30828476,1,71.38668823,68.99547577,1,54.70755768,67.91441345,1,71.79949188,52.72185135,1
96,51.83382034,50.26580429,1,71.38668823,69.10321045,1,54.67607117,67.91441345,1,71.79949188,52.72185135,1
97,51.79320145,50.26580429,1,71.3658371,69.13195801,1,54.67607117,67.9132843,1,71.79949188,52.76182175,1
98,51.79270172,50.26580429,1,71.37710571,69.13195801,1,54.67607117,67.91441345,1,71.76220703,52.70727158,1
99,51.79320145,50.36212158,1,71.3658371,69.08662415,1,54.81705093,67.92324066,1,71.75574493,52.64411545,1
100,51.79320145,50.53194809,1,71.3658371,69.08662415,1,54.81808472,68.05439758,1,71.75325012,52.64411545,1
101,52.26377869,50.53194809,1,71.37253571,68.96511841,1,54.88793564,68.06491089,1,71.75325012,52.64411545,1
102,52.26377869,50.40664291,1,71.37710571,68.96511841,1,54.97289276,68.12007904,1,71.75325012,52.64411545,1
103,52.2869873,50.57109833,1,71.37734985,69.07460022,1,54.97289276,68.18035126,1,71.68635559,52.64411545,1
104,52.3407135,50.57109833,1,71.38782501,68.90624237,1,55.26840973,68.21921539,1,71.65364838,52.64684677,1
105,52.2869873,50.48707199,1,71.38782501,68.98287964,1,55.26840973,68.18035126,1,71.68635559,52.69257736,1
106,52.24378586,50.54642105,1,71.39706421,69.07460022,1,55.26840973,68.18035126,1,71.68635559,52.71899033,1
107,51.94758987,50.57109833,1,71.39706421,69.15789795,1,55.08489227,68.02827454,1,71.75984955,52.71899033,1
108,51.71496201,50.91357803,1,71.38130188,69.18643188,1,54.94194412,68.02827454,1,71.88346863,52.80204773,1
109,51.6712265,50.54678726,1,71.3637085,69.18643188,1,54.9308548,68.01443481,1,71.88346863,52.85044098,1
110,51.6712265,50.54678726,1,71.38130188,69.18643188,1,54.9308548,68.02827454,1,71.92333984,52.85044098,1
111,51.6712265,50.91357803,1,71.38130188,69.18318939,1,54.94194412,68.04631805,1,71.93722534,52.87649536,1
112,52.02899933,50.78255463,1,71.59252167,69.10105133,1,55.13359833,68.08005524,1,71.92333984,52.85044098,1
113,52.5700264,50.78255463,1,71.59252167,69.05802917,1,55.19275284,68.12454224,1,71.92333984,52.78161621,1
114,52.7141571,50.95409775,1,71.71365356,68.97538757,1,55.46334457,68.18208313,1,71.92333984,52.67132187,1
115,52.91376495,53.09004593,1,71.87701416,68.86144257,1,55.96807861,68.34844971,1,71.91915894,52.67132187,1
116,52.91376495,50.95409775,1,71.87701416,68.86144257,1,55.96807861,68.34844971,1,71.84134674,52.67132187,1
117,52.7141571,50.95409775,1,71.58071899,68.89457703,1,55.81316757,68.34844971,1,71.85736847,52.67160034,1
118,52.63064194,53.09004593,1,71.58071899,68.92180634,1,55.81316757,68.21631622,1,71.78769684,52.67160034,1
119,52.63064194,50.81290054,1,71.46438599,68.92180634,1,55.81316757,68.21631622,1,71.73701477,52.67160034,1
120,52.63064194,50.74920273,1,71.46438599,68.95061493,1,55.81316757,68.21631622,1,71.61811066,52.59051132,1
121,52.60352707,50.81290054,1,71.54484558,68.95558929,1,55.96589661,68.21631622,1,71.56040955,52.53933716,1
122,53.19614029,53.18722916,1,71.54484558,69.21140289,1,56.39019394,68.28157806,1,71.56040955,52.26345062,1
123,53.24461746,53.18722916,1,71.65493011,69.31666565,1,56.49946594,68.39511871,1,71.4781189,52.07741165,1
124,53.24461746,53.62854385,1,71.66166687,69.34513855,1,56.54182434,68.45781708,1,71.56040955,52.0129509,1
125,53.24461746,53.63814545,1,71.76472473,69.34513855,1,56.6776886,68.53139496,1,71.59046173,51.78509521,1
126,53.43470764,53.63814545,1,71.79012299,69.49519348,1,56.6776886,68.75358582,1,71.59064484,51.78509521,1
127,53.43470764,53.65370178,1,71.85092163,69.49774933,1,56.62754822,68.75358582,1,71.59064484,51.73139572,1
128,53.43470764,53.65370178,1,71.85092163,69.79917145,1,56.54182434,68.75358582,1,71.5940094,51.73139572,1
129,53.46860123,53.54709625,1,71.90103149,69.79934692,1,56.42404175,68.75358582,1,71.81919098,52.12820053,1
130,53.43083191,50.21494675,1,71.85092163,69.92003632,1,56.37799072,68.73154449,1,71.81919098,52.21549606,1
131,53.19976044,50.21494675,1,71.7346344,69.92003632,1,56.27225113,68.68626404,1,71.81919098,52.23411179,1
132,52.62774277,50.21494675,1,71.67169189,69.79917145,1,55.21708679,68.68626404,1,71.81919098,52.29717636,1
133,52.41775131,50.21494675,1,71.67169189,69.74275208,1,54.57129669,68.65277863,1,71.81919098,52.46919632,1
134,52.41775131,50.35161209,1,71.67169189,69.74275208,1,54.56814957,68.65277863,1,72.07050323,52.49665451,1
135,52.61844635,50.50873184,1,71.85637665,69.68252563,1,54.54754639,68.68626404,1,72.08062744,52.46919632,1
136,52.62774277,50.50873184,1,72.41382599,69.68252563,1,54.54232407,69.17459106,1,73.0643692,52.46919632,1
137,53.28908539,50.37050247,1,72.91325378,69.68252563,1,54.54754639,69.68699646,1,73.13330841,52.3841362,1
138,53.28908539,50.37050247,1,73.01747894,69.68252563,1,54.56814957,69.8319931,1,73.13330841,51.95744705,1
139,53.28908539,50.29854202,1,73.11658478,69.68252563,1,54.82954788,70.21102142,1,73.13330841,51.95744705,1
140,53.28908539,50.29854202,1,73.11658478,69.72917938,1,54.82954788,70.21102142,1,73.06802368,51.95744705,1
141,53.10450363,50.25074387,1,73.11658478,69.72917938,1,55.07756042,70.21102142,1,73.06802368,52.0194397,1
142,53.04747009,50.1956749,1,72.89830017,69.72917938,1,55.07756042,69.97231293,1,72.91303253,52.0194397,1
143,52.87125397,50.29854202,1,72.83231354,69.67884827,1,54.84513092,69.89096069,1,72.74230194,52.04104996,1
144,52.61103821,50.1956749,1,72.63949585,69.67884827,1,54.84513092,69.8366394,1,72.67580414,52.0642395,1
145,52.26294708,50.1956749,1,72.63949585,69.67884827,1,54.89593506,69.8366394,1,72.4021225,52.18848419,1
146,52.2228508,50.25636673,1,72.5740509,69.96828461,1,54.84513092,69.66984558,1,72.4021225,52.2004509,1
147,52.2228508,50.25636673,1,72.5740509,69.96828461,1,54.84513092,69.62042999,1,72.4021225,52.2004509,1
148,52.26294708,50.25636673,1,72.5740509,69.96828461,1,54.89593506,69.64120483,1,72.45517731,52.2004509,1
149,53.0304985,50.25636673,1,72.58050537,69.96828461,1,54.91824341,69.64120483,1,72.46447754,52.2004509,1
150,53.0304985,50.20055389,1,72.58050537,69.96828461,1,54.91824341,69.64120483,1,72.46447754,52.2004509,1
151,53.0304985,50.15439987,1,72.62290955,69.81638336,1,54.93120193,69.67983246,1,72.46447754,51.86321259,1
152,52.90821075,50.15439987,1,72.62290955,69.94258118,1,54.91824341,69.68475342,1,72.45517731,51.94729996,1
153,52.5112114,50.15439987,1,72.58050537,70.03905487,1,54.91289902,69.91353607,1,72.35309601,52.24265671,1
154,52.45495605,50.20055389,1,72.52218628,70.0691452,0.999999881,54.7456665,69.73210144,1,72.30419922,52.16910553,1
155,52.24282455,50.09372711,1,72.52218628,69.94258118,1,54.13751602,69.82250977,1,72.22949219,51.94729996,1
156,52.24282455,50.09372711,1,72.52218628,69.94258118,1,54.13751602,69.96031952,1,72.22949219,51.94729996,1
157,51.89449692,50.09372711,1,72.52218628,69.93312073,1,54.13751602,70.15148926,1,72.09266663,51.77468491,1
158,51.7107048,49.71131134,1,72.62341309,69.93312073,1,54.22061157,69.82250977,1,72.09266663,51.33149338,1
159,51.7107048,49.7104187,1,72.75375366,69.93312073,1,54.22061157,70.15148926,1,72.28507996,51.33149338,1
160,51.69353485,49.55118179,1,72.86190033,69.98351288,1,54.41052246,70.31678772,1,72.5846405,51.14450455,1
161,51.89449692,49.7104187,1,72.91947174,69.98351288,1,54.31278229,70.5911026,1,72.85646057,51.14450455,1
162,51.92717743,49.50515747,1,73.46496582,69.98351288,1,54.31278229,70.64868164,1,72.95295715,51.14450455,1
163,51.92717743,49.53989792,1,73.46496582,69.98351288,1,54.31278229,70.82499695,1,72.95295715,51.08838272,1
164,51.7341156,49.50515747,1,73.46496582,69.98351288,1,54.31278229,70.85868073,1,72.95893097,51.08737183,1
165,52.08276367,49.53989792,1,73.22223663,70.10444641,1,54.18569565,70.85266113,1,72.95893097,51.08737183,1
166,51.7341156,49.50515747,1,73.16790009,70.19639587,1,54.13842773,70.85868073,1,72.96434021,51.08737183,1
167,51.7341156,49.53989792,1,73.1075058,70.3383255,1,54.08957291,70.89945984,1,72.96434021,51.08208847,1
168,51.53783798,49.11413574,1,73.1075058,70.35871124,1,53.86681747,70.92686462,1,73.03744507,51.08208847,1
169,51.86328506,49.69477844,1,73.16790009,70.35871124,1,53.79523849,70.94910431,1,73.04846191,50.79401779,1
170,51.86328506,49.67479324,1,73.2468338,70.3383255,1,53.75897217,70.94910431,1,73.04846191,50.57366943,1
171,51.86328506,49.67479324,1,73.2468338,70.3633728,1,53.75897217,70.94910431,1,73.05038452,50.57366943,1
172,51.86328506,49.67479324,1,73.2468338,70.16259003,1,53.75897217,70.92423248,1,73.05038452,50.57366943,1
173,52.25967407,49.69477844,1,73.20345306,70.12492371,1,53.75897217,70.86379242,1,73.05038452,50.68341827,1
174,52.25967407,49.67479324,1,73.20345306,70.09601593,1,53.78712082,70.57842255,1,73.04912567,50.81376266,1
175,51.93564606,49.42679977,1,73.20345306,70.09601593,1,53.87659836,70.57842255,1,73.04912567,50.84580612,1
176,51.93564606,49.50136566,1,73.20345306,69.89055634,1,53.798172,70.57808685,1,72.92497253,50.84580612,1
177,51.93564606,49.50136566,1,73.20345306,69.89055634,1,53.87659836,70.53688049,1,72.97626495,50.84580612,1
178,51.91687012,49.42679977,1,73.09655762,69.89055634,1,53.88625717,70.46452332,1,72.97626495,50.9550972,1
179,51.79994583,49.32584763,1,73.02554321,70.0045166,1,54.01144791,70.39108276,1,72.85109711,50.89981079,1
180,51.59809875,49.25920868,1,72.95370483,70.0045166,1,54.06135178,70.31964874,1,72.79003143,50.89981079,1
181,51.59809875,49.25920868,1,72.89268494,70.11539459,1,54.06135178,70.24581909,1,72.78218842,50.89141083,1
182,51.53826904,49.25920868,1,72.89268494,70.0045166,1,54.06650543,70.24581909,1,72.76324463,50.89141083,1
183,51.59809875,49.65666199,1,72.92597198,69.98400116,1,54.06650543,70.19260406,1,72.5674057,50.89141083,1
184,51.9536972,49.65666199,1,72.92597198,69.95436859,1,54.15099716,70.08782196,1,72.5674057,50.89141083,1
185,51.9536972,49.69408417,1,72.92597198,69.93397522,1,54.15099716,70.08103943,1,72.51254272,51.24172974,1
186,51.9536972,49.68754196,1,72.92597198,69.92876434,1,54.21263504,69.97992706,1,72.5674057,51.27410507,1
187,51.9536972,49.69408417,1,72.76925659,69.92876434,1,54.21263504,69.97992706,1,72.5674057,51.30814743,1
188,51.93614578,49.69408417,1,72.68505096,69.84899902,1,54.42947769,69.97992706,1,72.48523712,51.32426834,1
189,51.83092499,49.69408417,1,72.67913818,69.92434692,1,54.53439331,70.02346802,1,72.46273041,51.32426834,1
190,51.82400131,49.68754196,1,72.67913818,69.92434692,1,54.54385376,70.02346802,1,72.46273041,51.32426834,1
191,51.61169434,49.68433762,1,72.64918518,69.92434692,1,54.53439331,70.02346802,1,72.45531464,51.37718201,1
192,51.58679199,49.63578796,1,72.62358856,69.90908051,1,54.53439331,69.89938354,1,72.28578186,51.37718201,1
193,51.58679199,49.63578796,1,72.30703735,69.90908051,1,54.50960541,69.73830414,1,72.28578186,51.32692337,1
194,51.58679199,49.68433762,1,72.25972748,69.87142944,1,54.50960541,69.63282013,1,72.27014923,51.44660568,1
195,51.58679199,49.75909424,1,72.25972748,69.89653015,1,54.49861526,69.46099854,1,72.23025513,51.53449249,1
196,51.6297226,49.85666656,1,72.25972748,69.82415771,1,54.49861526,69.46099854,1,72.14395142,51.57773972,1
197,51.89628983,49.86819458,1,72.25972748,69.61974335,1,54.53909302,69.37227631,1,72.07070923,51.75132751,1
198,52.2685318,49.92279434,1,72.19090271,69.33078766,1,54.73004913,69.32979584,1,72.03792572,51.77798462,1
199,52.27674866,49.93369675,1,72.22610474,69.30013275,1,54.88153839,69.32979584,1,72.03792572,51.84083176,1
200,52.27674866,50.08800125,1,72.18878937,69.30013275,1,54.94205093,69.22533417,1,72.00793457,51.89097977,1
201,52.27674866,50.14962006,1,72.1521759,69.30013275,1,54.94205093,69.19230652,1,71.97576904,51.91527939,1
202,52.24233627,50.14962006,1,72.02779388,69.44570923,1,54.88153839,69.19230652,1,72.00793457,51.91869736,1
203,52.01290131,49.93369675,1,72.01937103,69.44570923,1,54.8555336,69.17591095,1,72.07048035,51.91869736,1
204,51.97308731,49.93302917,1,72.00875854,69.44570923,1,54.8555336,69.12648773,1,71.95443726,51.93634796,1
205,51.97308731,49.93302917,1,72.00875854,69.44570923,1,54.8555336,69.03079224,1,71.93579865,51.93634796,1
206,51.97308731,49.93302917,1,72.00875854,69.44570923,1,54.8555336,69.0092926,1,71.93579865,51.93634796,1
207,51.94477081,49.8286972,1,72.00875854,69.43341064,1,54.96909714,68.94194031,1,71.93579865,51.93634796,1
208,51.97500992,49.88810349,1,72.04959106,69.43341064,1,55.07767868,68.98895264,1,71.93579865,51.93634796,1
209,52.04200363,50.11593246,1,72.04959106,69.23125458,1,55.08305359,68.82475281,1,71.92142487,52.0545845,1
210,52.15645218,50.11593246,1,72.0980072,69.23125458,1,55.02106476,68.80908203,1,71.92142487,52.0545845,1
211,52.19768906,50.14670563,1,72.0980072,69.17851257,1,55.14731216,68.80908203,1,71.92142487,52.0545845,1
212,52.27468872,50.14670563,1,72.09645081,69.10034943,1,55.14731216,68.74954224,1,71.92142487,52.20724487,1
213,52.27468872,50.14670563,1,72.03716278,69.07641602,1,55.08798599,68.57697296,1,71.91345215,52.20724487,1
